Name,Address,Geo Location,in state,out of state,First Year Students,Acceptance Rate (T/F/M),Total Applicants,Applicants Stats (F/M),Percent Accepted that Attend,Sex,Percent (F/M),Retention,International Students,Asian and Pacific Islander,Black,Hispanic,Native American,Other,White
georgia college gcsu,231 W Hancock Street Milledgeville GA 31061,(33.08078 -83.22945),$20848,$40028,1507,('88%' '89%' '83%'),4631,('67%' '33%'),37%,Co-ed,('66%' '34%'),85%,1%,2%,6%,6%,&lt; 1%,3%,84%
georgia gwinnett college,1000 University Center Lane Lawrenceville GA 30043,(33.97957 -84.00108),$18878,$27664,2195,('93%' '94%' '91%'),5427,('56%' '44%'),43%,Co-ed,('53%' '47%'),65%,2%,12%,33%,19%,&lt; 1%,4%,32%
georgia highlands college,3175 Cedartown Highway S.E. Rome GA 30161-3897,(34.17225 -85.20871),$3344,$9696,656,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),72%,1%,2%,17%,18%,&lt; 1%,4%,59%
georgia institute of technology georgia tech,225 North Ave Atlanta GA 30332,(33.77131 -84.39441),$24942,$46054,3453,('16%' '21%' '13%'),44048,('32%' '68%'),49%,Co-ed,('42%' '58%'),97%,10%,23%,8%,7%,&lt; 1%,8%,54%
georgia military college,201 E Greene St Milledgeville GA 31061,(33.0802 -83.22483),$14250,$14250,1004,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),n/a,n/a
georgia northwestern technical college,One Maurice Culberson Drive Rome GA 30161,(34.22503 -85.17158),$3062,$5462,252,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),56%,0%,1%,8%,19%,&lt; 1%,2%,69%
georgia piedmont technical college,495 N Indian Creek Dr Clarkston GA 30021-2397,(33.78971 -84.23419),$3178,$5578,100,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),53%,1%,4%,78%,5%,&lt; 1%,3%,9%
georgia southern university,1332 Southern Drive Statesboro GA 30460,(32.42633 -81.78384),$16497,$27551,5571,('91%' '92%' '87%'),18541,('61%' '39%'),33%,Co-ed,('57%' '43%'),78%,2%,3%,26%,6%,&lt; 1%,4%,61%
georgia southwestern state university,800 Georgia Southwestern State University Dr. Americus GA 31709,(32.05506 -84.21811),$14064,$24786,385,('86%' '85%' '85%'),1650,('69%' '31%'),27%,Co-ed,('64%' '36%'),62%,3%,2%,26%,5%,&lt; 1%,2%,64%
georgia state university,33 gilmer st Atlanta GA 30303,(33.75317 -84.38487),$25230,$40461,6058,('100%' '99%' '99%'),19755,('65%' '35%'),31%,Co-ed,('60%' '40%'),84%,3%,13%,43%,11%,&lt; 1%,8%,25%
georgia state university perimeter college,33 Gilmer St. Atlanta GA 30303-3083,(33.75317 -84.38487),$3360,$9712,2174,('100%' '100%' '99%'),7981,('61%' '39%'),38%,Co-ed,('57%' '43%'),64%,5%,12%,46%,14%,&lt; 1%,6%,22%
georgian court university,900 Lakewood Ave Lakewood NJ 08701,(40.09651 -74.22592),$46191,$46191,208,('80%' '83%' '73%'),1505,('65%' '35%'),17%,Co-ed,('69%' '31%'),74%,1%,3%,10%,11%,&lt; 1%,22%,55%
germanna community college,2130 Germanna Hwy Locust Grove VA 22508-2102,(38.37674 -77.77931),$4913,$10916,723,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),62%,0%,4%,16%,15%,1%,10%,55%
gettysburg college,300 N Washington St Gettysburg PA 17325,(39.83582 -77.23338),$74330,$74330,623,('56%' '57%' '55%'),6206,('53%' '47%'),18%,Co-ed,('51%' '49%'),90%,7%,2%,4%,8%,&lt; 1%,5%,81%
glen oaks community college,62249 Shimmel Rd Centreville MI 49032-9719,(41.89341 -85.50679),$14974,$15838,108,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),54%,0%,1%,4%,11%,1%,6%,77%
glendale community college arizona,6000 W Olive Ave Glendale AZ 85302,(33.56752 -112.18647),$2070,$7854,1072,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),63%,1%,5%,6%,40%,1%,7%,41%
glendale community college california,1500 N Verdugo Rd Glendale CA 91208-2894,(34.16858 -118.22833),$1171,$7531,1070,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),70%,2%,8%,3%,28%,&lt; 1%,6%,55%
glenville state university,200 High Street Glenville WV 26351,(38.93464 -80.83367),$19268,$20896,313,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),55%,0%,1%,10%,1%,1%,6%,81%
goddard college,123 Pitkin Road Plainfield VT 05667-9432,(44.27941 -72.43863),$19147,$19147,6,('100%' '100%' '100%'),7,('28%' '72%'),100%,Co-ed,('28%' '72%'),25%,0%,2%,11%,4%,3%,24%,56%
gods bible school and college,1810 Young Street Cincinnati OH 45202-6838,(39.11549 -84.50649),$11456,$11456,42,('65%' '64%' '64%'),96,('59%' '41%'),77%,Co-ed,('58%' '42%'),86%,6%,1%,6%,5%,1%,2%,84%
gogebic community college,E4946 Jackson Rd Ironwood MI 49938,(46.47063 -90.16449),$12599,$13498,133,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),54%,1%,&lt; 1%,1%,2%,2%,4%,90%
golden west college,15744 Goldenwest St. Huntington Beach CA 92647-2710,(33.73206 -118.00555),$1186,$8554,939,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),67%,2%,30%,2%,36%,1%,6%,25%
goldey beacom college,4701 Limestone Rd Wilmington DE 19808,(39.74159 -75.6891),$22950,$22950,128,('63%' '64%' '61%'),520,('52%' '48%'),39%,Co-ed,('50%' '50%'),75%,12%,4%,29%,6%,1%,9%,52%
gonzaga university,E 502 Boone Ave Spokane WA 99258,(47.66831 -117.40311),$61662,$61662,1311,('76%' '76%' '75%'),8853,('54%' '46%'),19%,Co-ed,('55%' '45%'),94%,2%,5%,1%,11%,1%,10%,72%
good samaritan college of nursing and health science,375 Dixmyth Ave Cincinnati OH 45220-2489,(39.14016 -84.52219),$15470,$15470,20,('89%' '88%' '100%'),162,('96%' '4%'),16%,Co-ed,('95%' '5%'),n/a,n/a
goodwin college,One Riverside Drive East Hartford CT 06118,(41.75013 -72.64287),$27398,$27398,,n/a,n/a,n/a,n/a,,('n/a' 'n/a'),n/a,n/a
gordon college,255 Grapevine Rd Wenham MA 01984,(42.59026 -70.82329),$37950,$37950,317,('93%' '93%' '91%'),1217,('61%' '39%'),28%,Co-ed,('58%' '42%'),83%,9%,6%,6%,8%,&lt; 1%,5%,75%
gordon state college,419 College Dr Barnesville GA 30204,(33.04703 -84.15349),$13046,$19952,587,('88%' '89%' '85%'),1289,('55%' '45%'),52%,Co-ed,('50%' '50%'),42%,0%,1%,39%,4%,&lt; 1%,4%,52%
goshen college,1700 S Main St Goshen IN 46526,(41.5636 -85.82855),$46920,$46920,183,('93%' '93%' '92%'),979,('62%' '38%'),20%,Co-ed,('60%' '40%'),73%,7%,2%,5%,23%,&lt; 1%,3%,67%
goucher college,1021 Dulaney Valley Rd Baltimore MD 21204,(39.40942 -76.60066),$63700,$63700,264,('82%' '86%' '75%'),2724,('62%' '38%'),12%,Co-ed,('61%' '39%'),77%,4%,5%,15%,9%,&lt; 1%,13%,58%
governors state university,1 University Pky University Park IL 60484,(41.44701 -87.70481),$20837,$28349,194,('52%' '53%' '49%'),1168,('59%' '41%'),32%,Co-ed,('58%' '42%'),53%,1%,2%,40%,14%,&lt; 1%,12%,32%
grace christian university,1011 Aldon SW Wyoming MI 49509,(42.9184 -85.69016),$23060,$23060,105,('100%' '100%' '100%'),713,('61%' '39%'),15%,Co-ed,('57%' '43%'),61%,0%,2%,28%,5%,1%,13%,51%
grace college and theological seminary,1 Lancer Way Winona Lake IN 46590-1274,(41.22638 -85.81844),$38204,$38204,437,('83%' '86%' '74%'),4152,('70%' '30%'),13%,Co-ed,('65%' '35%'),75%,3%,2%,5%,8%,&lt; 1%,5%,80%
graceland university lamoni,1 University Place Lamoni IA 50140,(40.61638 -93.92294),$41730,$41730,248,('67%' '74%' '62%'),2963,('37%' '63%'),13%,Co-ed,('33%' '67%'),61%,4%,2%,9%,8%,1%,25%,55%
grambling state university,403 Main Street Grambling LA 71245,(32.52157 -92.71365),$18673,$27696,750,('72%' '72%' '72%'),3351,('73%' '27%'),31%,Co-ed,('63%' '37%'),72%,8%,&lt; 1%,94%,1%,&lt; 1%,2%,2%
grand rapids community college,143 Bostwick Ave NE Grand Rapids MI 49503-3295,(42.96653 -85.66645),$7410,$11130,1483,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),57%,0%,4%,10%,15%,1%,10%,61%
grand valley state university gvsu,1 Campus Dr Allendale MI 49401,(42.9579 -85.8912),$23440,$29176,3807,('92%' '93%' '88%'),17145,('66%' '34%'),24%,Co-ed,('63%' '37%'),85%,1%,3%,5%,5%,&lt; 1%,4%,83%
grand view university,1200 Grandview Ave Des Moines IA 50316,(41.62044 -93.60435),$41384,$41384,291,('100%' '99%' '99%'),1765,('56%' '44%'),17%,Co-ed,('44%' '56%'),71%,3%,3%,8%,5%,&lt; 1%,17%,68%
granite state college,25 Hall Street Concord NH 03301-3471,(43.19282 -71.52786),$7791,$9015,39,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),75%,0%,1%,3%,4%,&lt; 1%,4%,87%
grays harbor college,1620 Edward P Smith Drive Aberdeen WA 98520-7599,(46.95407 -123.80186),$4503,$10040,181,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),n/a,n/a
grayson college,6101 Grayson Drive Denison TX 75020-8299,(33.70482 -96.63359),$10978,$12478,254,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),17%,1%,2%,10%,15%,5%,&lt; 1%,68%
great basin college,1500 College Parkway Elko NV 89801,(40.8418 -115.76855),$9593,$18809,,n/a,n/a,n/a,n/a,,('n/a' 'n/a'),63%,0%,5%,3%,19%,3%,9%,62%
great bay community college,320 Corporate Drive Portsmouth NH 03801-2879,(43.07244 -70.79911),$7200,$15450,187,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),66%,0%,3%,2%,5%,1%,9%,80%
great falls college montana state university,2100 16th Ave S Great Falls MT 59405,(47.48686 -111.27011),$3450,$10824,91,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),55%,0%,2%,1%,5%,4%,11%,78%
great lakes christian college,6211 W Willow Hwy Lansing MI 48917,(42.75371 -84.63881),$25820,$25820,,n/a,n/a,n/a,n/a,,('n/a' 'n/a'),59%,5%,2%,21%,3%,&lt; 1%,13%,61%
green river college,12401 SE 320th St Auburn WA 98092-3622,(47.31531 -122.17699),$4332,$4794,863,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),n/a,n/a
greenfield community college,One College Dr Greenfield MA 01301-9739,(42.59975 -72.62975),$5642,$11762,91,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),58%,0%,4%,5%,10%,&lt; 1%,8%,73%
greensboro college,815 W Market St Greensboro NC 27401,(36.07294 -79.79912),$30184,$30184,164,('88%' '87%' '88%'),1248,('43%' '57%'),15%,Co-ed,('34%' '66%'),60%,0%,1%,32%,2%,&lt; 1%,15%,50%
greenville technical college,506 S Pleasantburg Dr Greenville SC 29606,(34.82811 -82.37245),$5186,$9410,1213,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),n/a,n/a
greenville university,315 E. College Ave Greenville IL 62246,(38.8928 -89.40798),$39358,$39358,206,('80%' '86%' '76%'),1007,('30%' '70%'),26%,Co-ed,('37%' '63%'),70%,4%,1%,15%,6%,&lt; 1%,7%,70%
grinnell college,1121 Park Street Grinnell IA 50112,(41.74694 -92.72251),$72998,$72998,471,('11%' '11%' '9%'),10513,('52%' '48%'),43%,Co-ed,('54%' '46%'),92%,19%,9%,7%,9%,&lt; 1%,12%,64%
grossmont college,8800 Grossmont College Dr El Cajon CA 92020-1799,(32.81454 -117.00835),$1288,$9884,1107,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),67%,2%,6%,4%,38%,1%,16%,34%
grove city college,100 Campus Dr Grove City PA 16127,(41.156661 -80.077251),$29990,$29990,618,('73%' '74%' '70%'),2082,('50%' '50%'),41%,Co-ed,('51%' '49%'),88%,1%,2%,1%,1%,&lt; 1%,3%,93%
guilford college,5800 W Friendly Avenue Greensboro NC 27410,(36.09004 -79.8903),$53940,$53940,247,('82%' '83%' '80%'),3027,('54%' '46%'),10%,Co-ed,('41%' '59%'),68%,1%,5%,25%,8%,1%,6%,55%
guilford technical community college,601 E. Main Street Jamestown NC 27282,(35.99871 -79.91872),$2289,$7665,718,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),56%,1%,6%,33%,13%,1%,5%,42%
gulf coast state college,5230 West U.S. Highway 98 Panama City FL 32401,(30.18289 -85.72631),$2370,$8635,686,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),n/a,n/a
gupton jones college of funeral service,5141 Snapfinger Woods Dr Decatur GA 30035-4022,(33.71087 -84.17977),$12740,$12740,184,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),91%,0%,&lt; 1%,57%,1%,&lt; 1%,1%,41%
gustavus adolphus college,800 West College Avenue Saint Peter MN 56082,(44.32223 -93.96867),$61190,$61190,551,('73%' '80%' '65%'),3799,('48%' '52%'),20%,Co-ed,('54%' '46%'),87%,5%,5%,3%,5%,&lt; 1%,5%,82%
gwinnett college lilburn,4230 Hwy 29 Ste 11 Lilburn GA 30047-3447,(33.90242 -84.12294),$9925,$9925,12,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),51%,0%,5%,56%,30%,1%,&lt; 1%,9%
gwinnett technical college,5150 Sugarloaf Parkway Lawrenceville GA 30043-5702,(33.96271 -84.0621),$3236,$5636,268,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),53%,2%,9%,36%,19%,&lt; 1%,6%,29%
gwynedd mercy university,1325 Sumneytown Pike Gwynedd Valley PA 19437,(40.193 -75.241),$49182,$49182,177,('91%' '91%' '86%'),904,('75%' '25%'),22%,Co-ed,('75%' '25%'),82%,0%,6%,21%,5%,&lt; 1%,6%,62%
hagerstown community college,11400 Robinwood Dr Hagerstown MD 21742-6514,(39.62838 -77.66484),$6390,$8190,444,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),62%,0%,3%,11%,9%,&lt; 1%,8%,68%
halifax community college,100 College Drive Weldon NC 27890,(36.42759 -77.61634),$2608,$8752,37,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),59%,0%,1%,45%,4%,2%,7%,41%
hamilton college,198 College Hill Rd Clinton NY 13323,(43.050766 -75.40721),$75200,$75200,533,('14%' '13%' '14%'),9380,('57%' '43%'),40%,Co-ed,('55%' '45%'),94%,6%,7%,5%,9%,&lt; 1%,11%,68%
hamline university,1536 Hewitt Avenue Saint Paul MN 55104,(44.9665 -93.16432),$57201,$57201,467,('76%' '79%' '71%'),4493,('61%' '39%'),14%,Co-ed,('65%' '35%'),74%,2%,7%,9%,9%,&lt; 1%,9%,67%
hampden sydney college h sc,College Road Hampden-Sydney VA 23943,(37.24151 -78.45964),$63782,$63782,222,('37%' '10%' '36%'),2907,('0%' '100%'),21%,Co-ed,('0%' '100%'),81%,0%,1%,5%,4%,1%,4%,86%
hampshire college,893 West St Amherst MA 01002,(42.32617 -72.52444),$67170,$67170,133,('75%' '80%' '67%'),1340,('59%' '41%'),13%,Co-ed,('64%' '36%'),79%,5%,3%,8%,13%,&lt; 1%,11%,65%
hampton university,200 William R. Harvey Way Hampton VA 23668,(37.02221 -76.33768),$42298,$42298,615,('80%' '81%' '76%'),13192,('72%' '28%'),6%,Co-ed,('72%' '28%'),74%,1%,&lt; 1%,96%,1%,&lt; 1%,&lt; 1%,1%
hannibal lagrange university,2800 Palmyra Rd Hannibal MO 63401,(39.72707 -91.39169),$33000,$33000,130,('65%' '73%' '53%'),495,('57%' '43%'),40%,Co-ed,('49%' '51%'),59%,6%,1%,4%,3%,1%,5%,86%
hanover college,517 Ball Drive Hanover IN 47243,(38.71415 -85.46081),$52790,$52790,276,('73%' '74%' '70%'),2613,('56%' '44%'),15%,Co-ed,('49%' '51%'),75%,3%,1%,5%,4%,1%,12%,77%
harcum college,750 Montgomery Ave Bryn Mawr PA 19010-3476,(40.0225 -75.31399),$37600,$37600,110,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),50%,4%,2%,46%,12%,1%,7%,32%
hardin simmons university,2200 Hickory Abilene TX 79698,(32.47473 -99.73485),$41666,$41666,388,('95%' '95%' '93%'),2125,('58%' '42%'),19%,Co-ed,('53%' '47%'),68%,3%,2%,8%,19%,&lt; 1%,6%,64%
harding university,915 E. Market Ave. Searcy AR 72149,(35.24955 -91.726),$29948,$29948,748,('54%' '53%' '54%'),2200,('59%' '41%'),63%,Co-ed,('57%' '43%'),85%,6%,1%,5%,4%,&lt; 1%,4%,87%
harford community college,401 Thomas Run Rd Bel Air MD 21015-1698,(39.56153 -76.28292),$6065,$8302,596,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),68%,1%,4%,17%,7%,&lt; 1%,5%,67%
harris stowe state university,3026 Laclede Ave Saint Louis MO 63103,(38.63198 -90.22484),$15559,$20191,191,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),65%,2%,3%,79%,3%,&lt; 1%,9%,6%
harrisburg area community college,1 HACC Dr. Harrisburg PA 17110-2999,(40.29404 -76.88476),$6795,$8168,863,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),56%,2%,5%,10%,13%,&lt; 1%,7%,66%
harrisburg university of science and technology,326 Market Street Harrisburg PA 17101,(40.26174 -76.8799),$34630,$34630,,n/a,n/a,n/a,n/a,,('n/a' 'n/a'),72%,1%,11%,27%,11%,1%,5%,45%
hartnell college,411 Central Avenue Salinas CA 93901,(36.67395 -121.66502),$1400,$9980,935,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),61%,0%,5%,3%,67%,1%,10%,14%
hartwick college,One Hartwick Drive Oneonta NY 13820,(42.45747 -75.07187),$63369,$63369,360,('96%' '96%' '93%'),3394,('62%' '38%'),11%,Co-ed,('57%' '43%'),69%,3%,3%,9%,9%,1%,14%,63%
harvard university,Massachusetts Hall Cambridge MA 02138,(42.38155 -71.11974),$74528,$74528,1951,('4%' '3%' '4%'),57786,('53%' '47%'),84%,Co-ed,('52%' '48%'),99%,18%,20%,8%,13%,&lt; 1%,11%,49%
harvey mudd college hmc,301 Platt Blvd. Claremont CA 91711,(34.105446 -117.711274),$80036,$80036,225,('10%' '16%' '6%'),4737,('33%' '67%'),48%,Co-ed,('48%' '52%'),97%,10%,20%,4%,19%,1%,19%,37%
haskell indian nations university,155 Indian Ave Lawrence KS 66046,(38.94009 -95.23371),$1430,$1430,167,('94%' '95%' '90%'),217,('54%' '46%'),82%,Co-ed,('58%' '42%'),n/a,n/a
hastings college,710 N Turner Ave Hastings NE 68901,(40.59102 -98.3746),$44400,$44400,294,('71%' '74%' '66%'),2226,('54%' '46%'),19%,Co-ed,('56%' '44%'),66%,0%,2%,4%,7%,&lt; 1%,7%,81%
haven university,12761 Euclid St. Garden Grove CA 92840-1340,(33.77751 -117.93921),$6860,$6860,2,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),50%,66%,76%,19%,5%,&lt; 1%,&lt; 1%,&lt; 1%
haverford college,370  Lancaster Ave Haverford PA 19041,(40.01232 -75.29983),$78510,$78510,411,('18%' '18%' '16%'),5332,('54%' '46%'),43%,Co-ed,('55%' '45%'),97%,9%,13%,8%,10%,&lt; 1%,6%,62%
hawaii community college,1175 Manono Street Hilo HI 96720-5096,(19.7056 -155.07006),$11452,$16588,228,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),59%,2%,15%,&lt; 1%,18%,10%,42%,14%
hawaii pacific university,1 Aloha Tower Drive Honolulu HI 96813,(21.30723 -157.86504),$46784,$46784,790,('85%' '85%' '83%'),11948,('79%' '21%'),8%,Co-ed,('77%' '23%'),60%,10%,17%,7%,15%,1%,33%,27%
hawkeye community college,1501 E Orange Rd Waterloo IA 50701,(42.42847 -92.32757),$5977,$6524,759,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),65%,1%,2%,8%,6%,1%,4%,80%
haywood community college,185 Freedlander Drive Clyde NC 28721-9901,(35.52597 -82.92755),$2580,$8724,125,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),59%,0%,1%,6%,7%,2%,4%,81%
hazard community and technical college,One Community College Drive Hazard KY 41701-2402,(37.23506 -83.17841),$4488,$15240,267,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),62%,0%,&lt; 1%,1%,1%,&lt; 1%,2%,95%
heartland community college,1500 West Raab Road Normal IL 61761-9446,(40.53187 -89.00733),$9810,$14550,536,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),69%,1%,3%,10%,10%,&lt; 1%,7%,69%
hebrew theological college,7135 N Carpenter Rd Skokie IL 60077,(42.01086 -87.76131),$27110,$27110,2,('80%' '100%' '50%'),5,('60%' '40%'),100%,Co-ed,('75%' '25%'),87%,0%,&lt; 1%,&lt; 1%,4%,&lt; 1%,3%,94%
heidelberg university,310 E Market St Tiffin OH 44883,(41.11655 -83.16881),$44670,$44670,266,('86%' '90%' '83%'),1811,('37%' '63%'),17%,Co-ed,('46%' '54%'),67%,1%,1%,10%,3%,&lt; 1%,15%,71%
helena college university of montana,1115 N Roberts Street Helena MT 59601,(46.59548 -112.01675),$3477,$9570,132,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),62%,0%,1%,&lt; 1%,4%,2%,13%,79%
hellenic college holy cross greek orthodox school of theology,50 Goddard Ave Brookline MA 02445-7415,(42.31756 -71.12858),$38682,$38682,3,('76%' '78%' '73%'),74,('37%' '63%'),9%,Co-ed,('20%' '80%'),80%,2%,3%,3%,2%,&lt; 1%,16%,77%
henderson community college,2660 S Green St Henderson KY 42420-4699,(37.79714 -87.65513),$4488,$15240,106,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),66%,0%,1%,8%,5%,1%,8%,78%
henderson state university,1100 Henderson Street Arkadelphia AR 71999,(34.12553 -93.05926),$17118,$19326,418,('75%' '76%' '72%'),2377,('63%' '37%'),23%,Co-ed,('48%' '52%'),64%,1%,1%,22%,5%,&lt; 1%,5%,67%
hendrix college,1600 Washington Ave Conway AR 72032,(35.09948 -92.44418),$46550,$46550,316,('68%' '69%' '66%'),2385,('49%' '51%'),19%,Co-ed,('50%' '50%'),86%,2%,4%,6%,5%,1%,26%,58%
hennepin technical college,9000 Brooklyn Blvd Brooklyn Park MN 55445,(45.09652 -93.39686),$5741,$5741,274,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),66%,1%,10%,22%,9%,&lt; 1%,8%,52%
henry ford college,5101 Evergreen Rd Dearborn MI 48128-1495,(42.32437 -83.237),$4428,$6420,1132,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),n/a,n/a
heritage university,3240 Fort Rd Toppenish WA 98948,(46.37529 -120.39493),$18500,$18500,81,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),72%,0%,1%,1%,71%,8%,5%,15%
herkimer county community college,100 Reservoir Rd Herkimer NY 13350-1598,(43.035338 -75.009887),$17776,$20990,386,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),50%,2%,2%,10%,7%,1%,7%,74%
herzing university akron,1600 South Arlington Street Suite 100 Akron OH 44306-3931,(41.02813 -81.49279),$14200,$14200,49,('94%' '94%' '94%'),120,('85%' '15%'),69%,Co-ed,('85%' '15%'),50%,0%,2%,40%,3%,&lt; 1%,8%,46%
herzing university atlanta,50 Hurt Plaza SE  Ste. 400 Atlanta GA 30303,(33.75404 -84.38735),$14200,$14200,35,('95%' '94%' '94%'),73,('73%' '27%'),68%,Co-ed,('74%' '26%'),47%,0%,5%,67%,6%,1%,9%,12%
herzing university madison,5218 E. Terrace Dr. Madison WI 53718,(43.1441 -89.29231),$14200,$14200,197,('94%' '94%' '93%'),435,('85%' '15%'),69%,Co-ed,('85%' '15%'),45%,0%,4%,30%,9%,1%,10%,45%
herzing university minneapolis,435 Ford Road St. Louis Park MN 55426,(44.97492 -93.4055),$14200,$14200,79,('94%' '94%' '94%'),163,('89%' '11%'),69%,Co-ed,('89%' '11%'),72%,0%,11%,23%,6%,1%,11%,48%
herzing university new orleans,3900 N. Causeway Blvd. Metairie LA 70002,(30.01909 -90.15479),$14200,$14200,13,('94%' '96%' '80%'),34,('85%' '15%'),69%,Co-ed,('86%' '14%'),50%,0%,1%,59%,6%,1%,10%,23%
herzing university orlando,1865 SR 436 Winter Park FL 32792,(28.61559 -81.31244),$14200,$14200,62,('94%' '94%' '92%'),142,('80%' '20%'),69%,Co-ed,('81%' '19%'),61%,0%,6%,37%,27%,&lt; 1%,6%,25%
hesston college,301 South Main Hesston KS 67062,(38.13418 -97.43401),$38208,$38208,,n/a,n/a,n/a,n/a,,('n/a' 'n/a'),67%,13%,2%,5%,14%,&lt; 1%,4%,75%
high point university,One University Parkway High Point NC 27268,(35.97345 -79.99285),$55658,$55658,1441,('80%' '83%' '75%'),11150,('61%' '39%'),16%,Co-ed,('56%' '44%'),81%,3%,2%,5%,5%,&lt; 1%,9%,79%
highland community college illinois,2998 W Pearl City Rd Freeport IL 61032-9341,(42.28001 -89.6704),$6846,$6846,228,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),64%,1%,2%,9%,5%,1%,6%,77%
highland community college kansas,606 W Main Highland KS 66035-4165,(39.85956 -95.27095),$10520,$10520,385,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),39%,0%,2%,11%,5%,2%,12%,68%
highlands college of montana tech,25 Basin Creek Rd Butte MT 59701,(45.93803 -112.50813),$14248,$20048,103,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),55%,0%,1%,1%,4%,1%,5%,87%
highline college,2400 S 240th St Des Moines WA 98198,(47.38744 -122.2995),$14764,$15233,,n/a,n/a,n/a,n/a,,('n/a' 'n/a'),n/a,n/a
hilbert college,5200 S Park Ave Hamburg NY 14075,(42.7546 -78.82462),$36380,$36380,155,('93%' '93%' '91%'),1046,('60%' '40%'),16%,Co-ed,('53%' '47%'),68%,0%,&lt; 1%,3%,4%,1%,44%,47%
hill college,112 Lamar Dr Hillsboro TX 76645,(32.01329 -97.08782),$7185,$7582,391,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),46%,1%,1%,5%,28%,1%,6%,59%
hillsborough community college,39 Columbia Drive Tampa FL 33606-3584,(27.93453 -82.45642),$11593,$17390,2927,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),62%,2%,4%,18%,37%,&lt; 1%,7%,34%
hillsdale college,33 E College St Hillsdale MI 49242,(41.93139 -84.63363),$42182,$42182,397,('24%' '24%' '22%'),2994,('50%' '50%'),56%,Co-ed,('52%' '48%'),91%,0%,&lt; 1%,&lt; 1%,&lt; 1%,&lt; 1%,100%,&lt; 1%
hinds community college,608 Hinds Boulevard Raymond MS 39154,(32.25437 -90.41262),$8550,$11600,1029,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),60%,0%,1%,54%,2%,&lt; 1%,6%,37%
hiram college,11715 Garfield Rd Hiram OH 44234,(41.3107 -81.14358),$35500,$35500,236,('93%' '96%' '91%'),1870,('40%' '60%'),14%,Co-ed,('50%' '50%'),76%,2%,2%,14%,4%,&lt; 1%,25%,56%
